,url,publication_dt,byline,book_title,book_author,summary,uuid,uri,isbn13
0,http://www.nytimes.com/2013/05/12/books/review/the-5th-wave-by-rick-yancey.html,2013-05-12,JUSTIN CRONIN,5th Wave,Rick Yancey,"In this Y.A. novel, aliens land on earth and the apocalypse begins.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780142425831', '9780147519085', '9780399162411', '9781101598962', '9781101996515', '9781611763997']"
0,http://www.nytimes.com/2007/08/12/books/review/Schillinger7-t.html,2007-08-12,LIESL SCHILLINGER,Eclipse,Stephenie Meyer,"Stephenie Meyer teases her readers with the romantic confusion of a normal (well ... human, at any rate) girl who’s being pursued by a wolf-teen and is in love with a Nosferatu.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316087360']
0,http://www.nytimes.com/2011/08/15/books/ready-player-one-by-ernest-cline-review.html,2011-08-15,JANET MASLIN,Ready Player One,Ernest Cline,Ernest Cline’s novel “Ready Player One” imagines a world so grim that a virtual reality based on ’80s pop culture is the key to life.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307887436', '9780307887443', '9780307887450', '9780307913142', '9780606264129']"
0,http://www.nytimes.com/2011/10/16/books/review/it-takes-a-monster-to-learn-how-to-grieve.html,2011-10-16,JESSICA BRUDER,A Monster Calls,Patrick Ness,This monster forces a boy to confront his despair over his mother’s terminal illness.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780763660659']
0,http://www.nytimes.com/2009/04/26/books/review/Redel-t.html,2009-04-26,VICTORIA REDEL,The Possession of Mr. Cave,Matt Haig,"After his son’s death, the widower protagonist of this chilling cautionary novel begins to cling too fiercely to his beautiful teenage daughter.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780143117308']
1,http://www.nytimes.com/2011/01/02/books/review/Sharpe-t.html,2011-01-02,MATTHEW SHARPE,The Radleys,Matt Haig,"The family in this novel is tormented by suppressed urges — the children find it hard to fit in. Oh, they’re vampires, too.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781847678607']
2,https://www.nytimes.com/2018/02/16/books/review/how-to-stop-time-matt-haig.html,2018-02-16,CLARE CLARK,How to Stop Time,Matt Haig,"In Matt Haig’s new novel, “How to Stop Time,” the narrator — born in 1581, and still alive today — seems to be having a midlife crisis.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780525522874']
3,https://www.nytimes.com/2020/09/29/books/review/matt-haig-the-midnight-library.html,2020-09-29,Karen Joy Fowler,The Midnight Library,Matt Haig,Matt Haig provides a fresh literary twist on the “Sliding Doors” phenomenon.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780525559474']
4,https://www.nytimes.com/2020/09/29/books/review/the-midnight-library-by-matt-haig-an-excerpt.html,2020-09-29,,The Midnight Library,Matt Haig,"An excerpt from “The Midnight Library,” by Matt Haig",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780525559474']
0,http://www.nytimes.com/2006/12/24/books/review/Itzkoff.t.html,2006-12-24,DAVE ITZKOFF,The Android’s Dream,John Scalzi,John Scalzi’s new novel is a sci-fi send-up of the standard diplomacy potboiler.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780765348289']
0,http://www.nytimes.com/2013/05/12/books/review/the-rithmatist-by-brandon-sanderson.html,2013-05-12,PATRICK NESS,Rithmatist,Brandon Sanderson,Brandon Sanderson’s hero longs to join a magical cadre.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780765320322', '9780765338440', '9781429953160']"
0,http://www.nytimes.com/2011/11/13/books/review/11-22-63-by-stephen-king-book-review.html,2011-11-13,ERROL MORRIS,11/22/63,Stephen King,Stephen King’s time traveler tries to undo some painful history.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307951434', '9780606351461', '9781442344280', '9781442344303', '9781442391635', '9781444727326', '9781451627282', '9781451627299', '9781451627305', '9781451651645', '9781501120602', '9781594135590']"
1,http://www.nytimes.com/2011/10/31/books/stephen-kings-11-23-63-review.html,2011-10-31,JANET MASLIN,11/22/63,Stephen King,"Stephen King’s latest novel, “11/22/63,” tells of a schoolteacher who travels back to 1958 to alter history, and falls in love as well.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307951434', '9780606351461', '9781442344280', '9781442344303', '9781442391635', '9781444727326', '9781451627282', '9781451627299', '9781451627305', '9781451651645', '9781501120602', '9781594135590']"
2,http://www.nytimes.com/2004/01/04/books/the-quest-for-the-north-central-positronics.html,2004-01-04,ANDREW O'HEHIR,Wolves of the Calla,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781848941137']
3,http://www.nytimes.com/1993/10/24/books/in-short-fiction-284093.html,1993-10-24,RICHARD E. NICHOLLS,Nightmares and Dreamscapes,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781441615299']
4,http://www.nytimes.com/2001/11/04/books/books-in-brief-fiction-poetry-851302.html,2001-11-04,MARY ELIZABETH WILLIAMS,Black House,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780375504396']
5,http://www.nytimes.com/1990/05/13/books/armageddon-complete-and-uncut.html,1990-05-13,ROBERT KIELY,The Stand,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781848940833']
6,http://www.nytimes.com/1990/09/02/books/scared-but-safe.html,1990-09-02,ANDY SOLOMON,Four Past Midnight,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780816151776']
7,http://www.nytimes.com/1991/10/20/books/l-defending-stephen-king-075091.html,1991-10-20,,Needful Things,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781598877427']
8,http://www.nytimes.com/1992/06/29/books/books-of-the-times-to-be-read-in-daylight-away-from-hungry-dogs.html,1992-06-29,CHRISTOPHER LEHMANN-HAUPT,Gerald's Game,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670846504']
9,http://www.nytimes.com/2002/04/14/books/the-horror-etc.html,2002-04-14,WALTER KIRN,Everything's Eventual : 14 Dark Tales,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781439568200']
10,http://www.nytimes.com/1986/08/21/books/books-of-the-times-547486.html,1986-08-21,CHRISTOPHER LEHMANN-HAUPT,It,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780451169518']
11,http://www.nytimes.com/2010/11/28/books/review/Rafferty-t.html,2010-11-28,TERRENCE RAFFERTY,"Full Dark, No Stars",Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9781439192566', '9781439192597', '9781439192603', '9781441677112', '9781442335769', '9781444712582', '9781451650600', '9781602859463']"
12,http://www.nytimes.com/1998/09/27/books/familiar-terrors.html,1998-09-27,DANIEL MENDELSOHN,Bag of Bones,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780671026073']
13,http://www.nytimes.com/2002/03/18/books/books-of-the-times-storytelling-mogul-decides-to-sweep-out-odds-and-ends.html,2002-03-18,JANET MASLIN,Everything's Eventual : 14 Dark Tales,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781416537816']
14,http://www.nytimes.com/1995/07/02/books/in-short-fiction-077895.html,1995-07-02,RICHARD E. NICHOLLS,Rose Madder,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781568952611']
15,http://www.nytimes.com/2013/09/16/books/doctor-sleep-is-stephen-kings-sequel-to-the-shining.html,2013-09-16,JANET MASLIN,Doctor Sleep,Stephen King,In “Doctor Sleep” Stephen King offers a sequel to “The Shining.”,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781451698855']
16,http://www.nytimes.com/2013/09/22/books/review/stephen-kings-shining-sequel-doctor-sleep.html,2013-09-22,MARGARET ATWOOD,Doctor Sleep,Stephen King,"“Doctor Sleep” picks up the story of Danny, the little boy with psycho-intuitive powers from Stephen King’s 1977 novel “The Shining.”",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781451698855']
17,http://www.nytimes.com/2013/06/23/books/review/joyland-by-stephen-king.html,2013-06-23,WALTER KIRN,Joyland,Stephen King,Stephen King’s lovelorn narrator takes a summer job at a haunted Southern amusement park.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781781162644']
18,http://www.nytimes.com/2009/11/08/books/review/JParker-t.html,2009-11-08,JAMES PARKER,Under the Dome,Stephen King,"When an enormous transparent dome settles over a small town in Maine in Stephen King’s new novel, it’s just fine with Big Jim, the local tyrant-in-waiting, and his pet goon squad.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781476735474']
19,http://www.nytimes.com/2009/11/12/books/12book.html,2009-11-12,JANET MASLIN,Under the Dome,Stephen King,“Under the Dome” gravely threatens Stephen King’s status as a mere chart-busting pop cultural phenomenon.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781476735474']
20,http://www.nytimes.com/2014/11/14/books/stephen-kings-revival.html,2014-11-14,JANET MASLIN,Revival,Stephen King,"In Stephen King’s “Revival,” a boy is befriended by a charismatic minister with whom he will reconnect in eerie and unsettling ways as an adult.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9781410473837', '9781442372764', '9781442372788', '9781476770383', '9781476770390', '9781476770406']"
21,http://www.nytimes.com/2014/11/23/books/review/stephen-kings-revival.html,2014-11-23,DANIELLE TRUSSONI,Revival,Stephen King,Two men are locked in a battle of wills in Stephen King&#8217;s novel of fanaticism and what might exist on the other side of life.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9781410473837', '9781442372764', '9781442372788', '9781476770383', '9781476770390', '9781476770406']"
22,http://www.nytimes.com/2006/11/12/books/review/Windolf.t.html,2006-11-12,JIM WINDOLF,Lisey's Story,Stephen King,"When Stephen King really wants to put a scare into you, he brings on his most fearsome monster of all, the writer.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781416523352']
23,http://www.nytimes.com/2008/11/05/books/05masl.html,2008-11-05,JANET MASLIN,Just After Sunset,Stephen King,"Everyday situations became open portals to fantasy and horror in Stephen King’s succinct, fast-moving new collection.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781416586654']
24,http://www.nytimes.com/2008/11/23/books/review/Taylor-t.html,2008-11-23,CHARLES TAYLOR,Just After Sunset,Stephen King,A new short-story collection takes Stephen King back to the form that gave him his seat-of-the-pants start.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781416586654']
25,http://www.nytimes.com/2008/01/21/books/21maslin.html,2008-01-21,JANET MASLIN,Duma Key,Stephen King,"Stephen King’s use of horror is not what it used to be. It may still be the impetus for his stories, but it is no longer the foremost reason they’re interesting.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781416552963']
26,http://www.nytimes.com/2008/03/02/books/review/Campbell-t.html,2008-03-02,JAMES CAMPBELL,Duma Key,Stephen King,"In Stephen King’s new novel, a man recuperating in the Florida Keys begins to paint, with sinister results.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781416552963']
27,http://www.nytimes.com/2006/10/23/books/23masl.html,2006-10-23,JANET MASLIN,Lisey's Story,Stephen King,"In his new book, Stephen King delivers his version of Joycean wordplay, idiosyncrasy, voluptuousness and stubborn, obsessive chronology.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781416523352']
28,http://www.nytimes.com/2014/06/08/books/review/stephen-kings-mr-mercedes.html,2014-06-08,MEGAN ABBOTT,Mr. Mercedes,Stephen King,"With one eye on Philip Marlowe, Stephen King takes a crack at the detective novel.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9781410469007', '9781442369788', '9781442371347', '9781442395404', '9781476754451', '9781476754468', '9781476754475', '9781501125607']"
29,http://www.nytimes.com/1981/05/10/books/scare-tactics.html,1981-05-10,MICHELE SLUNG,Stephen King's Danse Macabre,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780896960763']
30,http://www.nytimes.com/1981/08/14/books/books-of-the-times-books-of-the-times.html,1981-08-14,,Cujo,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670451937']
31,http://www.nytimes.com/1982/08/11/books/books-of-the-times-074639.html,1982-08-11,,Different Seasons,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670272662']
32,http://www.nytimes.com/1982/08/29/books/horror-writer-s-holiday.html,1982-08-29,ALAN CHEUSE,Different Seasons,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670272662']
33,http://www.nytimes.com/1983/04/03/books/the-other-woman-was-a-car.html,1983-04-03,PHILLIPE VAN RJNDT,Christine,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670220267']
34,http://www.nytimes.com/1983/04/12/books/books-of-the-times-093019.html,1983-04-12,,Christine,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670220267']
35,http://www.nytimes.com/1983/10/21/books/books-of-the-times-243538.html,1983-10-21,,Pet Sematary,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385182447']
36,http://www.nytimes.com/1985/06/09/books/don-t-turn-your-back-on-this-book.html,1985-06-09,SUSAN BOLOTIN,Skeleton Crew,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
37,http://www.nytimes.com/1987/02/22/books/what-the-wicked-magician-did.html,1987-02-22,BARBARA TRITEL,The Eyes of the Dragon,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
38,http://www.nytimes.com/1987/05/31/books/summer-reading-sheldon-gets-the-ax.html,1987-05-31,JOHN KATZENBACH,Misery,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670813643']
39,http://www.nytimes.com/1987/06/08/books/books-of-the-times-301987.html,1987-06-08,,Misery,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670813643']
40,http://www.nytimes.com/1987/11/05/books/books-of-the-times-950387.html,1987-11-05,,The Tommyknockers,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780399133145']
41,http://www.nytimes.com/1987/12/20/books/not-with-a-bang-but-an-eeeooooarrrhmm.html,1987-12-20,NINA AUERBACH,The Tommyknockers,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780399133145']
42,http://www.nytimes.com/1989/10/23/books/books-of-the-times-from-stephen-king-a-writer-s-demon.html,1989-10-23,,The Dark Half,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
43,http://www.nytimes.com/1989/10/29/books/his-alter-ego-is-a-killer.html,1989-10-29,GEORGE STADE,The Dark Half,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
44,http://www.nytimes.com/1991/09/29/books/avaunt-thee-recreant-cyborg.html,1991-09-29,RICHARD E. NICHOLLS,The Waste Lands: The Dark Tower Book III,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780452267404']
45,http://www.nytimes.com/1991/10/03/books/books-of-the-times-turning-favors-into-catastrophe.html,1991-10-03,,Needful Things: The Last Castle Rock Story,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670839537']
46,http://www.nytimes.com/1994/10/06/books/books-of-the-times-lack-of-sleep-the-least-of-his-problems.html,1994-10-06,,"Insomnia,Stephen King Library Ed.",Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670855032']
47,http://www.nytimes.com/1995/06/26/books/book-review-a-punch-in-the-nose-then-a-new-life-begins.html,1995-06-26,,Rose Madder,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780670858699']
48,http://www.nytimes.com/1998/09/21/books/books-of-the-times-death-terror-and-writer-s-block.html,1998-09-21,,Bag of Bones,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780684853505']
49,http://www.nytimes.com/1999/04/15/books/books-of-the-times-a-modern-fairy-tale-of-the-dark-north-woods.html,1999-04-15,,The Girl Who Loved Tom Gordon : A Novel,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780684867625']
50,http://www.nytimes.com/1999/05/16/books/books-in-brief-fiction-583618.html,1999-05-16,ANDREW ESSEX,The Girl Who Loved Tom Gordon : A Novel,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780684867625']
51,http://www.nytimes.com/2000/10/05/books/books-of-the-times-how-to-write-if-you-re-stephen-king.html,2000-10-05,JANET MASLIN,On Writing:  a Memoir of the Craft,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780606222549', '9780606231862', '9780671024253', '9780684853529', '9780743204361', '9780743211536', '9780743455961', '9780743563376', '9781416549864', '9781417647019', '9781439156810', '9781439193631', '9781441658869', '9781444723250', '9781848941083', '9781931208048']"
52,http://www.nytimes.com/2000/10/08/books/making-it.html,2000-10-08,FREDERICK BUSCH,On Writing:  a Memoir of the Craft,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780606222549', '9780606231862', '9780671024253', '9780684853529', '9780743204361', '9780743211536', '9780743455961', '9780743563376', '9781416549864', '9781417647019', '9781439156810', '9781439193631', '9781441658869', '9781444723250', '9781848941083', '9781931208048']"
53,http://www.nytimes.com/2001/03/15/books/books-of-the-times-a-fateful-step-off-a-curb-and-into-alien-territory.html,2001-03-15,JANET MASLIN,Dreamcatcher,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780743211383']
54,http://www.nytimes.com/2001/04/15/books/weasel-from-another-planet.html,2001-04-15,COLIN HARRISON,Dreamcatcher,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780743211383']
55,http://www.nytimes.com/2002/09/23/books/books-of-the-times-cruising-the-dark-side-forget-about-seat-belts.html,2002-09-23,JANET MASLIN,From a Buick 8,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780743211376']
56,http://www.nytimes.com/2002/09/29/books/not-your-father-s-roadmaster.html,2002-09-29,LAURA MILLER,From a Buick 8,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780743211376']
57,http://www.nytimes.com/2004/06/20/books/books-in-brief-fiction-937851.html,2004-06-20,BEN SISARIO,The Dark Tower VI,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781880418598']
58,http://www.nytimes.com/2006/01/23/books/23masl.html,2006-01-23,JANET MASLIN,Cell,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780743292337']
59,http://www.nytimes.com/2006/02/05/books/review/05itzkoff.html,2006-02-05,DAVE ITZKOFF,Cell,Stephen King,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780743292337']
60,http://www.nytimes.com/2015/05/31/books/review/stephen-kings-finders-keepers.html,2015-05-31,LAURA LIPPMAN,Finders Keepers,Stephen King,"Laura Lippman reviews Stephen King’s “Finders Keepers,” the second entry in a planned trilogy that began with “Mr. Mercedes.”",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9781410479501', '9781442384347', '9781501100079', '9781501100123', '9781501100130', '9781594138522']"
61,http://www.nytimes.com/2016/06/12/books/review/stephen-kings-end-of-watch.html,2016-06-12,DENISE MINA,End of Watch,Stephen King,A retired police detective sees the return of his nemesis in this suspense story with a supernatural twist.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9781410489906', '9781501129742', '9781501134142', '9781501134159', '9781508211358']"
62,https://www.nytimes.com/2018/05/22/books/review/outsider-stephen-king.html,2018-05-22,VICTOR LAVALLE,The Outsider,Stephen King,“The Outsider” starts out as a routine police procedural but before long transforms into something much more sinister.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781501180989']
63,https://www.nytimes.com/2018/10/26/books/review/stephen-king-elevation.html,2018-10-26,GILBERT CRUZ,Elevation,Stephen King,"King’s slim new novel, “Elevation,” returns us to Castle Rock, where prejudice drives a plot that blends the fantastical with the mundane.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781982102319']
64,https://www.nytimes.com/2019/09/08/books/review-institute-stephen-king.html,2019-09-08,DWIGHT GARNER,The Institute,Stephen King,"In his latest, King tells the story of an institution where children with special powers are cultivated — but that’s just where the nightmare begins.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781982110567']
65,https://www.nytimes.com/2019/09/10/books/review/stephen-king-the-institute.html,2019-09-10,LAURA MILLER,The Institute,Stephen King,"The terror doesn’t come from ghosts or fiends or clowns — it’s ordinary people, folks just like you and me, who are the evil ones.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781982110567']
0,http://www.nytimes.com/2006/12/03/books/review/03tbr.html,2006-12-03,DWIGHT GARNER,Thriller,James Patterson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781439552285']
1,http://www.nytimes.com/2001/07/24/books/books-of-the-times-love-story-or-is-that-death-story.html,2001-07-24,JANET MASLIN,Suzanne's Diary for Nicholas,James Patterson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316969444']
2,http://www.nytimes.com/2001/11/29/books/books-of-the-times-bodies-hang-in-california-and-bullets-fly-in-florida.html,2001-11-29,JANET MASLIN,Violets Are Blue ~ Detective Alex Cross Series,James Patterson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316693233']
3,http://www.nytimes.com/2002/11/21/books/books-of-the-times-extending-franchises-alive-dead.html,2002-11-21,JANET MASLIN,Four Blind Mice (Alex Cross),James Patterson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316693004']
4,http://www.nytimes.com/2003/12/01/books/books-of-the-times-tender-family-moments-cut-quickly-to-violence.html,2003-12-01,JANET MASLIN,(First Edition) the Big Bad Wolf Hardcover by James Patterson 2003,james patterson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316602907']
0,http://www.nytimes.com/2007/11/11/books/review/Von-Drasek-t.html,2007-11-11,LISA VON DRASEK,The True Meaning of Smekday,Adam Rex,This first novel will captivate fans of Terry Pratchett’s “Discworld” and Douglas Adams’s “Hitchhiker’s Guide to the Galaxy.”,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780786849017']
0,http://www.nytimes.com/2011/06/05/books/review/book-review-embassytown-by-china-mieville.html,2011-06-05,CARLO ROTELLA,Embassytown,China Miéville,"On a distant planet, humans introduce the natives to a destructive habit — lying.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345524508']
1,http://www.nytimes.com/2004/07/18/books/science-fiction.html,2004-07-18,GERALD JONAS,Iron Council,China Mieville,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345464026']
2,http://www.nytimes.com/2005/12/18/books/review/18jonas.html,2005-12-18,GERALD JONAS,Looking for Jake: Stories,China Mieville,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345476074']
0,http://www.nytimes.com/2002/01/13/books/science-fiction.html,2002-01-13,GERALD JONAS,Maelstrom,Peter Watts,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780765320537']
1,http://www.nytimes.com/1999/09/26/books/science-fiction.html,1999-09-26,GERALD JONAS,Starfish (Rifters Trilogy),Peter Watts,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312868550']
2,http://www.nytimes.com/2005/03/20/books/review/020JONASL.html,2005-03-20,GERALD JONAS,Behemoth: Seppuku (Bk. 2),Peter Watts,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780765311726']
0,http://www.nytimes.com/1999/11/21/books/children-s-books-send-in-the-clouds.html,1999-11-21,ANDREW LEONARD,Sector 7,David Wiesner,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9789577453457']
1,http://www.nytimes.com/2006/11/12/books/review/Small.t.html,2006-11-12,DAVID SMALL,Flotsam,David Wiesner,"Three underwater-themed picture books, including one in which an old camera reveals some remarkable secrets.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780618194575', '9781428702066']"
0,http://www.nytimes.com/2004/10/31/books/review/31ATHI.html,2004-10-31,MARK ATHITAKIS,Fears Unnamed,Tim Lebbon,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780843952001']
0,http://www.nytimes.com/2003/11/16/books/children-s-books-the-egg-and-him.html,2003-11-16,LIZ ROSENBERG,Eragon (Inheritance),Christopher Paolini,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780375826689', '9780375926686']"
0,http://www.nytimes.com/2001/07/29/books/books-in-brief-fiction-poetry-319619.html,2001-07-29,KERA BOLONIK,American Gods,Neil Gaiman,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780060010607', '9780060010621', '9780060558123', '9780060735586', '9780060836252', '9780061122910', '9780061792663', '9780062059888', '9780062080233', '9780062109590', '9780062113450', '9780062314291', '9780380789030', '9780380973651', '9780606304948', '9780694525492', '9780755379927', '9780931771026', '9781435671461', '9781594970993']"
